film_ref	sm_comm	tfidf_comm	sm_comm_size	tfidf_comm_size	type	betweenness	description
(filmRef)15252	1	5	560	573	Type 2  vocab > structure	8.724807759125507e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] Programme 22 Features on traffic problems in Naples, how Scottish fish farms are affected by cheap foreign imports, and emigration from Ukraine
(filmRef)16187	3	4	116	883	Type 2  vocab > structure	8.660654760896645e-06	non-fiction; television arts Country music performances and interviews [Source - BBC Alba] Programme 11
(filmRef)16186	3	4	116	883	Type 2  vocab > structure	8.660654760896645e-06	non-fiction; television arts Country music performances and interviews [Source - BBC Alba] Programme 10
(filmRef)11064	20	8	46	137	Type 2  vocab > structure	8.660654760896643e-06	fiction Director, Duvet Brothers. Credits: [Collaborators or Associated Artists: Gorilla Tapes]. Single screen. See list of works and http://www.rewind.ac.uk/.
(filmRef)UCS0186	11	2	59	415	Type 2  vocab > structure	8.468195766210052e-06	non-fiction Built by Alexander Stephens. Launching ceremony. SHOTLIST: Built by Alexander Stephens. c. 1964 Launching ceremony. SRO No. series 42/9 - 42/11
(filmRef)17002	3	11	116	256	Type 2  vocab > structure	8.404042767981188e-06	non-fiction; television sport Series following sheepdog trials [Source - BBC Alba] Episode 5. Balquidder.
(filmRef)11231	7	8	67	137	Type 2  vocab > structure	8.371966268866756e-06	Fiction Director, Mineo Aayamaguchi. Credits: digital remastering funded by Arts &amp; Humanities Research Council. Video performance, by Mineo Aayamaguchi.
(filmRef)15415	1	5	560	573	Type 2  vocab > structure	8.27573677152346e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] Programme 20 Features about the Danish national football success, tourism development in Aviemore and Scotland, and how young people in Portugal are not completing high school
(filmRef)11175	7	8	67	137	Type 2  vocab > structure	8.211583773294595e-06	Fiction Director, Tony Sinden. Credits: digital remastering funded by Arts &amp; Humanities Research Council.. Recording of a gallery performance piece by Tony Sinden. SHOTLIST: Recording of a gallery performance piece by Tony Sinden.
(filmRef)16019	1	5	560	573	Type 2  vocab > structure	8.211583773294595e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] Programme 12 Reports on the severe drought in Cyprus, concerns over safety in coal mines in Ukraine, and how asylum seekers are prohibited from working
(filmRef)14639	5	29	93	677	Type 2  vocab > structure	8.019124778608003e-06	non-fiction; television religion religion Producer, Media Nan Eilean. A service from Briton Street Free Church in Govan, Glasgow
(filmRef)15893	14	7	55	370	Type 2  vocab > structure	7.826665783921412e-06	"non-fiction; television arts World-class musicians from the Celtic Connections festival perform at the Horo Gheallaidh ceilidh sessions. Programme 3 [Source - BBC Alba] Featuring: RACHEL WALKER, NORRIE MACIVER, UNCLE EARL, IARLA O LIONNARD, GENTICORUM, LAU, ALLAN &amp; JOHN KELLY"""
(filmRef)15314	1	5	560	573	Type 2  vocab > structure	7.826665783921412e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] Programme 6 A look at the ban on smoking in public places in Norway, Tartars ostacised by Stalin in Crimea, and First World War prisoners on Raasay
(filmRef)UCS0060	36	2	25	415	Type 2  vocab > structure	7.698359787463683e-06	non-fiction Built and engined by John Brown &amp; Co. Ltd. for B.P. Tanker Co. Ltd. Launch. SHOTLIST: Built and engined by John Brown &amp; Co. Ltd. for B.P. Tanker Co. Ltd. 26th Jun. 1957 Launch by Mrs. R. Gillespie Serial No. 11/10, 11/11 SRO No. series 119/144 - 119/148
(filmRef)20583	1	5	560	573	Type 2  vocab > structure	7.698359787463683e-06	non-fiction; television current affairs Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] [Not Subtitled] Programme 1 A look at the German election in Berlin, National park and the return of terrorists
(filmRef)15410	1	5	560	573	Type 2  vocab > structure	7.505900792777091e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] Programme 17 Features about the French opposition to European community constitution, heat in Poland from an underground source, and Athletics in North Uist
(filmRef)14299	5	29	93	677	Type 2  vocab > structure	7.505900792777091e-06	non-fiction; religion television religion Producer, Media Nan Eilean. A compilation of services from the Gloraich Ainm series, introduced from Jerusalem
(filmRef)14092	21	29	43	677	Type 2  vocab > structure	7.505900792777091e-06	non-fiction Producer, Media Nan Eilean. Magazine series for Gaelic speaking teenagers. This week featuring watersports, fashion, reviews and comedy. [Not Subtitled] Programme 11
(filmRef)16343	1	5	560	573	Type 2  vocab > structure	7.441747794548227e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] Programme 22 Reports on the concerns over the Icelandic economy, legal protection for Italian products and recycling in the Western Isles
(filmRef)20063	1	5	560	573	Type 2  vocab > structure	7.441747794548227e-06	non-fiction; television current affairs Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] [Not Subtitled] Programme 4 A look at how the Scottish Office is attempting to privatise Calmac ferries again, and how Harrisman helped a disabled woman from Sarajevo
(filmRef)15411	1	5	560	573	Type 2  vocab > structure	7.441747794548227e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] Programme 18 Features about West Coast and Clyde ferry services' competitive tendering, An Taigh Chearsabhaigh museum in a national competition, and abortion law in Italy
(filmRef)15259	1	5	560	573	Type 2  vocab > structure	7.377594796319363e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] Programme 23 A review of some of the items covered in the series
(filmRef)17035	1	5	560	573	Type 2  vocab > structure	7.313441798090499e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] [Subtitled] Programme 5 A look at the doubt over Ukraine's ability to host Euro 2012 football championships, and falling populations in Scottish Island communities.
(filmRef)16353	1	5	560	573	Type 2  vocab > structure	7.1209828034039065e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] [Not Subtitled] Programme 6 Reports about Kosovo gaining independance, and tourism in the Norwegian island of Svalbard in the Artic Circle
(filmRef)15678	1	5	560	573	Type 2  vocab > structure	7.1209828034039065e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] Reports about a Scottish national marine park, Irish opposition to a new gas pipeline, and the demand for housing in Tallinn, Estonia
(filmRef)17014	15	49	55	63	Type 2  vocab > structure	7.056829805175043e-06	fiction; animation Producer, Moja TV. Welcome to the colourful and unusual world of Fraochy Bay, a miniature metropolis somewhere off the fringes of the map. SHOTLIST: Fàilte gu Fraochy Bay, baile nach fhaic thu a h-uile là! Is iomadh annas a tha ri fhaicinn sa bhaile, agus sin gun ghuth air càil ach muinntir a bhaile fhèin. Tha cuibhle an fhortain a' cuir nan caran agus cridhe an tidseir a' seinn! Welcome to the colourful and unusual world of Fraochy Bay, a miniature metropolis somewhere off the fringes of the map. [Source - BBC Alba] Programme 4 Tha an ospadal air bhoil (A Calculated Risk?) There's an emergency situation at the hospital, but are the doctors taking a calculated risk?
(filmRef)16443	14	7	55	370	Type 2  vocab > structure	6.992676806946179e-06	non-fiction; television arts World-class musicians from the Celtic Connections festival perform at the Horo Gheallaidh ceilidh sessions. Programme 3 [Source - BBC Alba] Featuring: FIONA MACKENZIE, FILSKA, MARY SMITH, ALASDAIR FRASER, ANTJE DUVEKOT, ALTAN, DIRK POWELL
(filmRef)14896	5	29	93	677	Type 2  vocab > structure	6.992676806946179e-06	non-fiction Producer, Media Nan Eilean. Religious documentary. Cathy MacDonald and guests discuss religious schools
(filmRef)17031	1	5	560	573	Type 2  vocab > structure	6.928523808717315e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] [Subtitled] Programme 1 A look at a Subsea electrical grid connector from Western Isles to the mainland, German elections and threat to the Auschwitz-Birken museum due to a lack of finance
(filmRef)15232	1	5	560	573	Type 2  vocab > structure	6.8643708104884505e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] A half hour special of Eòrpa about windfarms.
(filmRef)UCS0149	11	2	59	415	Type 2  vocab > structure	6.8643708104884505e-06	non-fiction Commissioning ceremony on deck. SHOTLIST: c. 1957 Commissioning ceremony on deck. SRO No. 119/122
(filmRef)17698	1	5	560	573	Type 2  vocab > structure	6.800217812259586e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] Programme 19 A look at a controversial dam project in Portugal, economic difficulties in Valencia, and the changing position of women in Albania
(filmRef)11395	7	8	67	137	Type 2  vocab > structure	6.736064814030723e-06	Fiction Director, Elsa Stansfield, Madelon Hooykaas. Credits: digital remastering funded by Arts &amp; Humanities Research Council. Video art by Elsa Stansfield and Madelon Hooykaas.
(filmRef)15754	1	5	560	573	Type 2  vocab > structure	6.671911815801859e-06	non-fiction Producer, BBC Scotland. The programme which provides a refreshing insight into, and an opportunity to participate in, the lives, cultures and language of fellow Europeans. With particular emphasis on subjects relevant to Scotland [Source - Radio times] Programme 6 A look at the pope's visit to Turkey, concerns over post office closures on Lewis, and how football is being used to promote race relations in Hungary
